Day,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
107,15950,37045,0.5694425698474828,6882,5452,0.2622890682318415,1928,1179,0.635284139100933,8400,5523,0.520912547528517,3415,1846,0.8499458288190682,304,2979,0.8979523329976502,6192,1472,3.2065217391304346,0.6327597080818091,55496,55494,55495,43071,0
108,16027,37216,0.5693518916595013,6882,5462,0.2599780300256316,1928,1181,0.632514817950889,8548,5567,0.5354769175498473,3417,1855,0.8420485175202157,311,3018,0.8969516235917826,6192,1491,3.1529175050301808,0.6328666941511768,55790,55788,55789,43305,0
109,16107,37388,0.5691933240611962,6883,5473,0.2576283573908278,1928,1184,0.6283783783783783,8692,5610,0.5493761140819964,3425,1865,0.8364611260053618,322,3057,0.8946679751390252,6195,1511,3.0999338186631373,0.632873928004707,56088,56086,56087,43552,0
110,16172,37560,0.5694355697550586,6887,5483,0.2560641984315155,1926,1187,0.6225779275484415,8813,5654,0.5587194906261055,3427,1875,0.8277333333333334,323,3096,0.895671834625323,6190,1530,3.045751633986928,0.6327149545970489,56385,56383,56384,43738,0
111,16238,37732,0.5696491042086294,6890,5493,0.25432368468960487,1925,1189,0.6190075693860386,8956,5698,0.5717795717795717,3425,1884,0.8179405520169851,329,3135,0.8950558213716109,6189,1550,2.9929032258064514,0.6328687367678193,56681,56679,56680,43952,0
112,16307,37904,0.5697815533980582,6888,5504,0.2514534883720929,1926,1192,0.6157718120805369,9088,5741,0.5829994774429541,3418,1894,0.8046462513199577,335,3175,0.8944881889763779,6191,1569,2.945825366475462,0.6326652392151356,56979,56977,56978,44153,0
113,16385,38076,0.5696764366004832,6889,5514,0.24936525208560023,1926,1195,0.6117154811715482,9220,5785,0.5937770095073467,3416,1903,0.7950604308985811,343,3214,0.8932794026135656,6194,1588,2.9005037783375314,0.6324335649683975,57275,57273,57274,44373,0
114,16443,38248,0.570095168374817,6885,5524,0.24637943519188998,1924,1197,0.6073517126148704,9358,5828,0.6056966369251888,3417,1913,0.7861996863565082,350,3253,0.8924070089148478,6190,1608,2.849502487562189,0.6324821955879798,57571,57569,57570,44567,0
115,16495,38420,0.5706663196251952,6889,5535,0.24462511291779587,1923,1200,0.6025,9491,5872,0.6163147138964578,3423,1923,0.7800312012480499,359,3292,0.8909477521263669,6191,1627,2.805162876459742,0.6327849588719154,57869,57867,57868,44771,0
116,16563,38592,0.5708177860696517,6887,5545,0.24201983769161406,1926,1203,0.600997506234414,9618,5916,0.6257606490872212,3427,1932,0.7738095238095237,363,3331,0.8910237166016212,6191,1646,2.761239368165249,0.6327625335258923,58165,58163,58164,44975,0
117,16637,39026,0.5736944601035208,6883,5555,0.239063906390639,1924,1206,0.5953565505804312,9767,5959,0.6390333948649103,3421,1942,0.7615859938208034,371,3371,0.8899436369029962,6195,1666,2.7184873949579833,0.6343403037940195,58725,58723,58724,45198,0
118,16694,39460,0.5769386720729853,6879,5566,0.23589651455264105,1924,1208,0.5927152317880795,9912,6003,0.6511744127936032,3425,1951,0.7555099948744233,377,3410,0.8894428152492668,6189,1685,2.6729970326409496,0.6361964845990351,59283,59281,59282,45400,0
119,16774,39894,0.5795357697899434,6877,5576,0.23332137733142044,1924,1211,0.5887696118909991,10077,6046,0.6667217995368839,3427,1961,0.7475777664456911,380,3449,0.8898231371412003,6187,1705,2.6287390029325515,0.6380575190922612,59842,59840,59841,45646,0
120,16856,40329,0.582037739591857,6878,5586,0.23129251700680276,1923,1214,0.5840197693574958,10259,6090,0.6845648604269294,3429,1971,0.7397260273972603,385,3488,0.8896215596330275,6192,1724,2.5916473317865427,0.6402543004254897,60402,60400,60401,45922,0
121,16937,40763,0.5845006500993548,6882,5597,0.22958727889941044,1924,1216,0.582236842105263,10445,6134,0.7028040430388001,3425,1980,0.7297979797979799,389,3527,0.8897079671108591,6191,1743,2.5519219736087204,0.6424153939533129,60960,60958,60959,46193,0
122,17004,41197,0.5872514988955506,6881,5607,0.2272159800249689,1931,1219,0.5840853158326498,10642,6177,0.7228428039501376,3425,1990,0.721105527638191,394,3567,0.8895430333613681,6195,1763,2.5138967668746455,0.6450690030722216,61520,61518,61519,46472,0
123,17081,41632,0.5897146425826287,6885,5617,0.22574327933060356,1929,1222,0.5785597381342062,10813,6248,0.7306338028169015,3425,2012,0.7022862823061631,401,3797,0.8943903081380037,6194,1763,2.51332955190017,0.6474715042542944,62291,62289,62290,46728,0
124,17162,42066,0.592022060571483,6881,5628,0.22263681592039797,1924,1225,0.5706122448979591,10987,6318,0.7389996834441279,3430,2033,0.6871618298081652,407,4027,0.8989322075987087,6191,1763,2.511627906976744,0.6497090026800298,63060,63058,63059,46982,0
125,17238,42500,0.5944,6880,5638,0.22029088329194746,1924,1227,0.5680521597392012,11123,6389,0.740961026764752,3432,2055,0.6700729927007298,417,4257,0.9020436927413672,6199,1764,2.514172335600907,0.6515377022983283,63830,63828,63829,47213,0
126,17313,42934,0.5967531560068944,6881,5648,0.21830736543909346,1923,1230,0.5634146341463415,11217,6460,0.7363777089783281,3434,2077,0.6533461723639866,427,4487,0.9048361934477379,6203,1764,2.516439909297052,0.6526416817597795,64600,64598,64599,47398,0
127,17399,43369,0.5988148216467983,6880,5659,0.21576250220887072,1921,1233,0.5579886455798864,11281,6530,0.7275650842266463,3433,2099,0.6355407336827061,436,4717,0.9075683697265211,6200,1765,2.5127478753541075,0.6528888956876903,65372,65370,65371,47550,0
128,17471,43803,0.6011460402255553,6886,5669,0.21467630975480678,1922,1235,0.5562753036437247,11344,6601,0.7185274958339645,3432,2121,0.618104667609618,442,4947,0.9106529209621993,6194,1765,2.5093484419263454,0.6535228303598427,66141,66139,66140,47691,0
129,17575,44237,0.6027081402445916,6889,5679,0.21306568057756636,1927,1238,0.5565428109854604,11364,6671,0.7034927297256783,3431,2142,0.6017740429505136,453,5177,0.9124975854742129,6192,1765,2.508215297450425,0.6530459735756561,66909,66907,66908,47831,0
130,17662,44671,0.6046204472700409,6888,5690,0.21054481546572945,1931,1241,0.5560032232070911,11365,6742,0.6857015722337585,3436,2164,0.587800369685767,459,5407,0.9151100425374514,6207,1766,2.514722536806342,0.6527925531914893,67681,67679,67680,47948,0
131,17734,45106,0.6068372278632554,6890,5700,0.2087719298245614,1928,1243,0.5510860820595334,11373,6813,0.6693086745926904,3436,2186,0.5718206770356815,471,5637,0.9164449175093135,6207,1766,2.514722536806342,0.6525054784514244,68451,68449,68450,48039,0
132,17822,45540,0.6086517347386913,6884,5710,0.20560420315236416,1927,1246,0.5465489566613162,11371,6883,0.6520412610780184,3432,2208,0.5543478260869565,480,5867,0.9181864666780296,6201,1912,2.2432008368200838,0.6481799178259929,69366,69364,69365,48117,0
133,17920,45974,0.6102144690477227,6888,5721,0.20398531725222857,1925,1249,0.5412329863891112,11384,6954,0.637043428242738,3430,2230,0.5381165919282511,491,6097,0.9194685911103821,6198,2059,2.010199125789218,0.6441386964130729,70284,70282,70283,48236,0
134,18016,46408,0.6117910705050853,6894,5731,0.20293142558017796,1924,1252,0.5367412140575081,11385,7024,0.620871298405467,3442,2251,0.5290981785872946,502,6327,0.920657499604868,6188,2205,1.8063492063492061,0.6402938326053064,71198,71196,71197,48351,0
135,18120,46843,0.6131759281002498,6894,5741,0.20083609127329738,1924,1254,0.5342902711323765,11384,7041,0.6168157932111915,3439,2273,0.5129784425868895,506,6327,0.9200252884463411,6217,2351,1.6444066354742661,0.6368179983015216,71830,71828,71829,48484,0
136,18250,47277,0.6139771982147768,6896,5752,0.19888734353268434,1931,1257,0.5361972951471758,11376,7057,0.6120164375797081,3436,2295,0.4971677559912855,512,6327,0.9190769717085506,6218,2498,1.4891913530824659,0.6326074356214292,72463,72461,72462,48619,0
137,18344,47711,0.6155184339041311,6894,5762,0.19645956265185704,1932,1260,0.5333333333333334,11366,7074,0.606728866270851,3431,2317,0.4807941303409582,524,6327,0.9171803382329698,6209,2644,1.3483358547655069,0.6285741647741264,73095,73093,73094,48700,0
138,18473,47711,0.6128146549013854,6895,5772,0.19455994455994463,1933,1262,0.5316957210776545,11364,7090,0.6028208744710861,3436,2338,0.46963216424294263,533,6327,0.9157578631262842,6202,2790,1.2229390681003585,0.6223307726944016,73290,73288,73289,48836,0
139,18581,47711,0.6105510259688541,6894,5783,0.19211481929794227,1931,1265,0.5264822134387352,11379,7107,0.6010975094976783,3440,2360,0.4576271186440677,544,6327,0.914019282440335,6196,2937,1.1096356826693907,0.6164323912422267,73490,73488,73489,48965,0
140,18671,47923,0.6103958433320118,6890,5793,0.18936647678232355,1931,1268,0.5228706624605679,11391,7123,0.5991857363470448,3440,2382,0.44416456759026035,550,6327,0.9130709657025446,6191,3083,1.0081089847551086,0.6119651411404909,73899,73897,73898,49064,0
141,18785,48135,0.6097434299366365,6890,5803,0.18731690504911258,1930,1271,0.5184893784421716,11381,7140,0.5939775910364147,3436,2404,0.4292845257903495,558,6327,0.9118065433854907,6207,3229,0.9222669557138432,0.6071486246433763,74309,74307,74308,49187,0
142,18906,48347,0.6089519515171572,6890,5814,0.1850705194358444,1927,1273,0.5137470542026707,11379,7157,0.589911974290904,3433,2430,0.41275720164609053,564,6327,0.9108582266477003,6217,3375,0.842074074074074,0.6022456572361553,74723,74721,74722,49316,0
143,19016,48558,0.6083858478520532,6898,5824,0.18440934065934056,1927,1276,0.5101880877742946,11391,7173,0.588038477624425,3432,2456,0.39739413680781754,570,6327,0.9099099099099099,6215,3522,0.7646223736513345,0.5977374060025288,75136,75134,75135,49449,0
144,19156,48770,0.6072175517736313,6909,5834,0.18426465546794657,1924,1279,0.5043002345582486,11384,7190,0.5833101529902642,3439,2483,0.38501812323801854,572,6327,0.9095938043306464,6205,3782,0.6406663141195135,0.590267498414041,75665,75663,75664,49589,0
145,19242,48982,0.6071618145441182,6914,5845,0.18289136013686913,1924,1281,0.5019516003122559,11378,7206,0.5789619761310019,3434,2509,0.36867277799920295,585,6327,0.9075391180654339,6201,4042,0.5341415141019297,0.5834022391096061,76192,76190,76191,49678,0
146,19357,49194,0.6065170549253974,6907,5855,0.17967549103330493,1925,1284,0.4992211838006231,11379,7223,0.5753841893949883,3436,2535,0.35542406311637076,591,6327,0.9065908013276435,6193,4303,0.43922844527074134,0.5762904066736183,76721,76719,76720,49788,0
147,19473,49406,0.6058575881471886,6898,5865,0.1761295822676896,1924,1287,0.49494949494949503,11378,7239,0.5717640558088133,3430,2562,0.3387978142076502,598,6327,0.9054844318002213,6196,4563,0.3578785886478195,0.5692315658657829,77249,77247,77248,49897,0
148,19583,49617,0.6053167261220953,6898,5876,0.173927842069435,1925,1290,0.49224806201550386,11381,7256,0.5684950385887542,3434,2588,0.3268933539412673,608,6327,0.9039039039039038,6206,4824,0.2864842454394694,0.5626727695848387,77778,77776,77777,50035,0
149,19730,49829,0.6040458367617251,6900,5876,0.17426820966643985,1926,1290,0.49302325581395356,11380,7272,0.5649064906490648,3436,2614,0.31446059678653415,613,6327,0.9031136399557452,6202,4887,0.2690812359320647,0.5598125336133378,78095,78093,78094,50187,0
150,19845,50041,0.6034251913430986,6897,5876,0.1737576582709326,1929,1290,0.49534883720930223,11385,7289,0.5619426533132117,3438,2641,0.30177962892843624,625,6327,0.9012170064801643,6192,4950,0.25090909090909097,0.5572162779131011,78414,78412,78413,50311,0
151,19980,50253,0.6024117963106681,6896,5876,0.17358747447243017,1933,1290,0.4984496124031008,11389,7305,0.5590691307323752,3436,2667,0.28833895763029616,633,6327,0.8999525841631105,6206,5013,0.23798124875324156,0.5547567636225073,78731,78729,78730,50473,0
152,20106,50253,0.5999044833144289,6900,5876,0.17426820966643985,1931,1291,0.495739736638265,11378,7322,0.5539470090139307,3432,2693,0.2744151503898997,642,6327,0.8985301090564248,6200,5076,0.2214342001576044,0.5506932024303309,78838,78836,78837,50589,0
153,20232,50253,0.59739717031819,6900,5876,0.17426820966643985,1926,1291,0.4918667699457784,11383,7332,0.5525095471903982,3435,2953,0.16322384016254654,648,6327,0.8975817923186344,6197,5139,0.20587662969449316,0.5425034735379562,79171,79169,79170,50721,0
154,20369,50253,0.5946709649175174,6888,5876,0.17222600408441124,1924,1291,0.49031758326878383,11379,7343,0.5496391120795314,3437,2945,0.16706281833616288,655,6327,0.8964754227912123,6197,5202,0.191272587466359,0.5391993538290676,79237,79235,79236,50849,0
155,20496,50253,0.5921437526117843,6893,5876,0.17307692307692313,1926,1292,0.49071207430340547,11377,7354,0.5470492249116128,3435,2937,0.16956077630234923,658,6327,0.8960012644223171,6209,5265,0.1792972459639126,0.5364488102593848,79304,79302,79303,50994,0
156,20626,50597,0.5923473723738562,6894,5876,0.17324710687542555,1926,1292,0.49071207430340547,11382,7365,0.5454175152749492,3431,2929,0.1713895527483782,670,6327,0.8941046309467362,6205,5328,0.16460210210210202,0.5353706421788165,79714,79712,79713,51134,0
157,20749,50941,0.5926856559549283,6899,5876,0.17409802586793743,1924,1292,0.4891640866873066,11383,7375,0.543457627118644,3438,2920,0.17739726027397262,671,6327,0.8939465781571044,6198,5391,0.14969393433500278,0.5346413549506371,80122,80120,80121,51262,0
158,20873,51286,0.5930078383964434,6902,5876,0.17460857726344448,1925,1293,0.48878576952822894,11383,7386,0.541158949363661,3434,2912,0.1792582417582418,684,6327,0.8918918918918919,6192,5454,0.13531353135313529,0.5335825065501099,80534,80532,80533,51393,0
159,20993,51541,0.5926931957082711,6895,5876,0.17341729067392775,1926,1293,0.48955916473317873,11381,7397,0.5385967284034068,3433,2904,0.18216253443526176,692,6327,0.890627469574838,6205,5517,0.12470545586369397,0.5322680386870161,80855,80853,80854,51525,0
160,21131,51797,0.5920420101550283,6896,5876,0.17358747447243017,1926,1293,0.48955916473317873,11377,7408,0.5357721382289418,3439,2916,0.17935528120713307,696,6327,0.8899952584163111,6197,5534,0.11980484279002535,0.5311768330252619,81151,81149,81150,51662,0
161,21273,52053,0.5913203849922195,6902,5876,0.17460857726344448,1927,1294,0.4891808346213291,11380,7418,0.5341062280938258,3435,2928,0.173155737704918,703,6327,0.8888888888888888,6193,5509,0.12416046469413677,0.5308830032922215,81405,81403,81404,51813,0
162,21399,52309,0.5909116977957904,6900,5876,0.17426820966643985,1924,1294,0.4868624420401855,11382,7429,0.5321039170817068,3432,2940,0.1673469387755102,710,6327,0.8877825193614667,6207,5485,0.13163172288058345,0.530841670850733,81660,81658,81659,51954,0
163,21526,52564,0.5904801765466859,6897,5876,0.1737576582709326,1922,1294,0.48531684698608957,11372,7440,0.528494623655914,3437,2952,0.16429539295392948,718,6327,0.8865180970444129,6206,5460,0.1366300366300366,0.5305571833186835,81913,81911,81912,52078,0
164,21686,52820,0.5894358197652405,6894,5876,0.17324710687542555,1924,1295,0.48571428571428577,11373,7451,0.5263722990202657,3440,2964,0.1605937921727396,727,6327,0.8850956219377272,6201,5435,0.1409383624655014,0.5299572821205594,82168,82166,82167,52245,0
165,21838,53076,0.5885522646770669,6895,5876,0.17341729067392775,1930,1295,0.49034749034749026,11381,7461,0.525398740115266,3437,2976,0.1549059139784945,732,6327,0.8843053579895686,6198,5411,0.14544446497874697,0.5296587034857622,82422,82420,82421,52411,0
166,21939,53212,0.587705780650981,6900,5876,0.17426820966643985,1935,1295,0.4942084942084941,11379,7472,0.5228854389721627,3433,2989,0.14854466376714615,739,6327,0.8831989884621464,6191,5386,0.14946156702562208,0.5291075148989777,82557,82555,82556,52516,0
167,22080,53348,0.5861138186998576,6894,5876,0.17324710687542555,1933,1296,0.49151234567901225,11370,7483,0.5194440732326606,3433,3001,0.14395201599466834,750,6327,0.8814604077761973,6199,5410,0.1458410351201478,0.5270485859318347,82741,82739,82740,52659,0
168,22203,53484,0.5848665021314785,6890,5876,0.17256637168141586,1932,1296,0.4907407407407407,11377,7494,0.518147851614625,3440,3013,0.14171921672751409,764,6327,0.879247668721353,6213,5434,0.14335664335664333,0.5255839754953391,82924,82922,82923,52819,0
169,22356,53620,0.5830660201417381,6895,5876,0.17341729067392775,1929,1296,0.4884259259259258,11384,7505,0.5168554297135244,3438,3025,0.13652892561983476,769,6327,0.8784574047731942,6207,5458,0.13722975448882369,0.5236084037253628,83107,83105,83106,52978,0
170,22522,53756,0.581032814941588,6898,5876,0.173927842069435,1929,1297,0.48727833461835,11389,7515,0.5155023286759814,3437,3037,0.13170892327955208,774,6327,0.8776671408250356,6205,5482,0.1318861729295877,0.5215334557984848,83290,83288,83289,53154,0
171,22681,53892,0.5791397610034885,6901,5876,0.17443839346494205,1928,1297,0.48650732459521984,11377,7526,0.5116927982992294,3431,3038,0.12936142198815004,779,6327,0.8768768768768769,6199,5506,0.1258626952415547,0.5194282359425361,83462,83460,83461,53296,0
172,22841,54028,0.5772377285851781,6904,5876,0.17494894486044932,1928,1297,0.48650732459521984,11375,7537,0.5092211755340321,3427,3040,0.1273026315789474,793,6327,0.8746641378220326,6192,5530,0.11971066907775763,0.517337446493053,83635,83633,83634,53460,0
173,23024,54028,0.5738505959872658,6900,5876,0.17426820966643985,1927,1297,0.48573631457208943,11374,7548,0.5068892421833597,3435,3041,0.12956264386714889,802,6327,0.873241662715347,6194,5554,0.11523226503420947,0.5144376718059042,83671,83669,83670,53656,0
174,23186,54028,0.5708521507366551,6890,5876,0.17256637168141586,1924,1298,0.48228043143297383,11376,7558,0.5051600952632971,3438,3043,0.12980611238908968,808,6327,0.8722933459775565,6208,5578,0.11294370742201498,0.5118329410921428,83708,83706,83707,53830,0
175,23355,54028,0.5677241430369437,6888,5876,0.17222600408441124,1924,1298,0.48228043143297383,11380,7601,0.49717142481252474,3436,3044,0.12877792378449415,819,6327,0.8705547652916074,6209,5600,0.1087499999999999,0.5085051269502107,83774,83772,83773,54011,0
176,23528,54028,0.5645220996520323,6897,5876,0.1737576582709326,1929,1298,0.48613251155624027,11382,7645,0.4888162197514716,3435,3046,0.12770847012475373,824,6327,0.8697645013434487,6205,5622,0.10369975097829953,0.5052897746925729,83842,83840,83841,54200,0
177,23701,54028,0.5613200562671208,6902,5876,0.17460857726344448,1928,1299,0.4842186297151656,11382,7688,0.48048907388137363,3432,3047,0.12635379061371843,832,6327,0.8685000790263948,6198,5644,0.09815733522324588,0.50185917910092,83909,83907,83908,54375,0
178,23895,54028,0.5577293255349078,6899,5876,0.17409802586793743,1928,1299,0.4842186297151656,11376,7731,0.47147846332945287,3438,3048,0.1279527559055118,842,6327,0.8669195511300775,6193,5666,0.09301094246381925,0.4981541905827994,83975,83973,83974,54571,0
179,24078,54028,0.5543421929369956,6909,5876,0.1757998638529612,1929,1299,0.4849884526558892,11378,7774,0.4635966040648314,3435,3050,0.1262295081967213,851,6327,0.8654970760233918,6196,5688,0.08931082981715899,0.49482990445139874,84042,84040,84041,54776,0
180,24284,54028,0.5505293551491819,6912,5876,0.17631041524846824,1929,1300,0.4838461538461538,11373,7817,0.45490597415888456,3433,3051,0.1252048508685677,859,6327,0.864232653706338,6201,5710,0.08598949211908935,0.4911066723736149,84109,84107,84108,54991,0
181,24480,54028,0.5469016065743688,6909,5876,0.1757998638529612,1928,1300,0.4830769230769232,11369,7860,0.44643765903307897,3431,3053,0.12381264330167041,869,6327,0.8626521258100206,6193,5713,0.08401890425345693,0.48759446741765294,84157,84155,84156,55179,0
182,24630,54028,0.5441252683793589,6906,5876,0.17528931245745416,1925,1300,0.48076923076923084,11373,7903,0.4390737694546374,3434,3055,0.12405891980360062,876,6327,0.8615457562825983,6197,5715,0.08433945756780403,0.48495896820778356,84204,84202,84203,55341,0
183,24797,54028,0.5410342785222477,6901,5876,0.17443839346494205,1922,1301,0.47732513451191383,11380,7947,0.43198691330061667,3427,3057,0.12103369316323187,888,6327,0.8596491228070176,6205,5718,0.0851696397341728,0.4819531648724675,84254,84252,84253,55520,0
184,24985,54028,0.5375546013178352,6893,5876,0.17307692307692313,1926,1301,0.4803996925441967,11380,7990,0.42428035043804746,3432,3058,0.1223021582733812,892,6327,0.8590169116484906,6201,5721,0.08390141583639221,0.47881376037959666,84301,84299,84300,55709,0
185,25190,54028,0.5337602724513215,6890,5876,0.17256637168141586,1937,1301,0.4888547271329746,11373,8033,0.41578488733972363,3447,3060,0.1264705882352941,899,6327,0.8579105421210684,6194,5723,0.08229949327275898,0.4755830082871946,84348,84346,84347,55930,0
186,25376,54028,0.5303176130895091,6892,5876,0.1729067392784207,1940,1302,0.49001536098310283,11370,8076,0.40787518573551274,3442,3062,0.12410189418680595,905,6327,0.856962225383278,6199,5726,0.08260565840027945,0.47247499881510974,84397,84395,84396,56124,0
187,25530,54028,0.5274672392092989,6902,5876,0.17460857726344448,1942,1302,0.4915514592933947,11362,8119,0.3994334277620397,3438,3064,0.1220626631853785,913,6327,0.8556978030662241,6192,5729,0.08081689649153434,0.4696366822983279,84445,84443,84444,56279,0
188,25688,54028,0.5245428296438883,6904,5876,0.17494894486044932,1941,1302,0.4907834101382489,11366,8162,0.392550845381034,3437,3065,0.12137030995106035,922,6327,0.8542753279595385,6198,5731,0.08148665154423318,0.4669783406320275,84491,84489,84490,56456,0
189,25862,54028,0.5213222773376768,6903,5876,0.1747787610619469,1939,1303,0.4881043745203377,11370,8200,0.38658536585365844,3435,3073,0.11780019524894247,930,6327,0.8530109056424846,6193,5731,0.08061420345489445,0.46393886700498005,84538,84536,84537,56632,0
190,26045,54028,0.5179351447397645,6899,5876,0.17409802586793743,1936,1303,0.4858019953952417,11371,8237,0.3804783294888916,3433,3081,0.11424862057773444,946,6327,0.8504820610083768,6194,5731,0.08078869307276215,0.46072450403159065,84583,84581,84582,56824,0
191,26195,54028,0.5151588065447545,6891,5876,0.17273655547991829,1935,1303,0.4850345356868764,11367,8274,0.3738216098622189,3430,3089,0.11039171252832625,958,6327,0.848585427532796,6192,5731,0.08043971383702675,0.45782079005518334,84628,84626,84627,56968,0
192,26339,54028,0.512493521877545,6893,5876,0.17307692307692313,1934,1304,0.4831288343558282,11375,8311,0.36866803032126105,3428,3097,0.10687762350661933,974,6327,0.8460565828986881,6197,5730,0.081500872600349,0.45529809145880573,84673,84671,84672,57140,0
193,26490,54028,0.5096986747612349,6897,5876,0.1737576582709326,1934,1304,0.4831288343558282,11379,8348,0.36308097747963575,3434,3104,0.10631443298969079,980,6327,0.8451082661608977,6201,5730,0.08219895287958123,0.45290145899239814,84717,84715,84716,57315,0
194,26652,54028,0.5067002295106241,6899,5876,0.17409802586793743,1932,1304,0.48159509202454,11376,8386,0.35654662532792747,3435,3112,0.10379177377892024,987,6327,0.8440018966334756,6199,5730,0.081849912739965,0.45007196621127393,84763,84761,84762,57480,0
195,26821,54028,0.5035722218109129,6903,5876,0.1747787610619469,1930,1304,0.48006134969325154,11375,8423,0.35046895405437484,3432,3120,0.10000000000000009,993,6327,0.8430535798956852,6191,5729,0.0806423459591552,0.4471381741857887,84807,84805,84806,57645,0
196,26989,54028,0.5004627230325016,6906,5876,0.17528931245745416,1926,1305,0.4758620689655173,11367,8460,0.34361702127659566,3433,3128,0.09750639386189253,1001,6327,0.8417891575786313,6192,5729,0.08081689649153434,0.4441969546975911,84853,84851,84852,57814,0
197,27165,54028,0.49720515288368994,6906,5876,0.17528931245745416,1926,1305,0.4758620689655173,11357,8497,0.33658938448864295,3431,3136,0.09406887755102034,1006,6327,0.8409988936304726,6189,5729,0.08029324489439693,0.4411227723005524,84898,84896,84897,57980,0
198,27301,54028,0.49468793958688084,6901,5876,0.17443839346494205,1924,1305,0.4743295019157088,11363,8573,0.32544033593841126,3435,3141,0.09360076408787021,1025,6327,0.8379958906274696,6208,5729,0.0836097050096003,0.43818400056485207,84979,84977,84978,58157,0
199,27479,54028,0.49139335159546904,6896,5876,0.17358747447243017,1924,1306,0.4732006125574273,11375,8649,0.31518094577407796,3435,3146,0.09186268277177367,1025,6327,0.8379958906274696,6212,5728,0.0844972067039107,0.4348511033517911,85060,85058,85059,58346,0
200,27641,54028,0.48839490634485827,6892,5876,0.1729067392784207,1927,1306,0.4754977029096479,11374,8725,0.30361031518624637,3433,3151,0.0894953982862583,1027,6327,0.8376797850482061,6208,5728,0.08379888268156432,0.43146582100070474,85141,85139,85140,58502,0
201,27838,54028,0.48474864884874513,6894,5876,0.17324710687542555,1930,1306,0.47779479326186824,11371,8801,0.29201227133280305,3434,3156,0.08808618504435994,1032,6327,0.8368895211000474,6204,5728,0.08310055865921795,0.42772321376186623,85222,85220,85221,58703,0
202,28009,54028,0.4815836233064337,6889,5876,0.17239618788291344,1927,1307,0.4743687834736037,11369,8876,0.2808697611536728,3434,3162,0.08602150537634401,1038,6327,0.8359412043622569,6193,5728,0.08118016759776547,0.4240296355345064,85304,85302,85303,58859,0
203,28181,54028,0.47840008884282226,6897,5876,0.1737576582709326,1927,1307,0.4743687834736037,11367,8952,0.2697721179624666,3434,3167,0.08430691506157251,1048,6327,0.8343606764659396,6189,5728,0.0804818435754191,0.4205705987070177,85385,85383,85384,59043,0
