Day,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
204,28374,54028,0.4748278670319094,6904,5876,0.17494894486044932,1925,1307,0.4728385615914308,11369,9028,0.2593043863535667,3431,3172,0.0816519546027743,1057,6327,0.832938201359254,6203,5728,0.0829259776536313,0.4170713157432867,85466,85464,85465,59263,0
205,28547,54028,0.4716258236469979,6911,5876,0.17614023144996604,1922,1308,0.46941896024464835,11367,9104,0.2485720562390159,3436,3177,0.08152344979540449,1059,6327,0.8326220957799906,6208,5728,0.08379888268156432,0.41380761452768655,85548,85546,85547,59450,0
206,28727,54028,0.46829421781298586,6908,5876,0.17562968005445878,1928,1308,0.47400611620795097,11362,9180,0.23769063180827876,3435,3182,0.07950974230044006,1066,6327,0.8315157262525683,6197,5727,0.08206740003492219,0.41013932521284174,85628,85626,85627,59623,0
207,28902,54028,0.46505515658547425,6902,5876,0.17460857726344448,1934,1308,0.4785932721712538,11371,9256,0.22850043215211757,3432,3188,0.07653701380175648,1080,6327,0.829302987197724,6188,5727,0.08049589662999823,0.4065500705876862,85710,85708,85709,59809,0
208,29050,54028,0.4623158362330644,6901,5876,0.17443839346494205,1940,1309,0.4820473644003056,11374,9331,0.21894759404136743,3431,3193,0.07453805198872532,1087,6327,0.828196617670302,6197,5727,0.08206740003492219,0.4036018183937522,85791,85789,85790,59980,0
209,29217,54028,0.4592248463759532,6894,5876,0.17324710687542555,1938,1309,0.48051948051948057,11375,9407,0.20920591049218662,3439,3198,0.07535959974984374,1093,6327,0.8272483009325114,6196,5727,0.08189278854548632,0.40025154010084896,85872,85870,85871,60152,0
210,29391,54028,0.45600429406974163,6891,5876,0.17273655547991829,1938,1309,0.48051948051948057,11380,9483,0.2000421807444901,3435,3203,0.07243209491102087,1106,6327,0.8251936146672989,6195,5727,0.08171817705605022,0.396721425912137,85953,85951,85952,60336,0
211,29553,54028,0.45300584881913086,6894,5876,0.17324710687542555,1936,1310,0.47786259541984744,11376,9559,0.1900826446280992,3433,3208,0.070137157107232,1114,6327,0.823929192350245,6198,5727,0.08224201152435828,0.39339098495943464,86035,86033,86034,60504,0
212,29722,54028,0.44987784111941953,6896,5876,0.17358747447243017,1935,1310,0.47709923664122145,11371,9640,0.17956431535269712,3431,3214,0.06751711263223403,1122,6327,0.822664770033191,6197,5752,0.07736439499304582,0.38944350289044183,86147,86145,86146,60674,0
213,29886,54028,0.44684237802620863,6900,5876,0.17426820966643985,1933,1310,0.47557251908396947,11364,9720,0.16913580246913584,3429,3219,0.06523765144454807,1130,6327,0.8214003477161371,6193,5776,0.07219529085872578,0.3855660541417889,86256,86254,86255,60835,0
214,30058,54028,0.4436588435625972,6896,5876,0.17358747447243017,1930,1311,0.4721586575133485,11364,9801,0.15947352310988672,3433,3224,0.0648263027295286,1135,6327,0.8206100837679785,6191,5801,0.06722978796759183,0.381661977375618,86368,86366,86367,61007,0
215,30236,54028,0.4403642555711853,6892,5876,0.1729067392784207,1930,1311,0.4721586575133485,11364,9882,0.14996964177292038,3433,3229,0.06317745432022304,1146,6327,0.8188715030820294,6194,5826,0.06316512186749046,0.37769143597215477,86479,86477,86478,61195,0
216,30416,54028,0.43703264973717326,6890,5876,0.17256637168141586,1925,1311,0.46834477498093063,11358,9962,0.14013250351335071,3433,3234,0.061533704390847266,1151,6327,0.8180812391338708,6197,5851,0.05913519056571537,0.3736891948075946,86589,86587,86588,61370,0
217,30603,54028,0.4335714814540609,6889,5876,0.17239618788291344,1925,1312,0.4672256097560976,11358,10043,0.13093697102459423,3429,3240,0.05833333333333335,1166,6327,0.8157104472893947,6195,5876,0.05428863172225995,0.36948824119675666,86702,86700,86701,61565,0
218,30768,54028,0.4305175094395499,6893,5886,0.17108392796466187,1924,1315,0.4631178707224335,11364,10123,0.12259211696137506,3432,3245,0.057627118644067776,1179,6327,0.8136557610241821,6194,5901,0.04965260125402482,0.36562471206118125,86825,86823,86824,61754,0
219,30944,54028,0.42725993929073813,6895,5896,0.169436906377205,1929,1319,0.4624715693707353,11361,10204,0.11338690709525667,3435,3250,0.056923076923076854,1183,6327,0.8130235498656551,6204,5926,0.046911913601080046,0.3617867945577292,86950,86948,86949,61951,0
220,31111,54028,0.42416894943362704,6897,5906,0.1677954622417881,1930,1323,0.4588057445200302,11367,10285,0.10520175012153632,3434,3255,0.05499231950844852,1185,6327,0.8127074442863916,6201,5950,0.042184873949579815,0.35796400721233906,87074,87072,87073,62125,0
221,31277,54028,0.4210964684978159,6892,5916,0.16497633536173084,1936,1327,0.45892991710625464,11374,10365,0.0973468403280271,3433,3260,0.053067484662576714,1195,6327,0.8111269163900743,6196,5975,0.036987447698744846,0.35403740954390633,87198,87196,87197,62303,0
222,31423,54028,0.4183941659880063,6892,5926,0.16301046236922034,1936,1331,0.4545454545454546,11369,10446,0.08835918054757808,3434,3265,0.05176110260336908,1198,6327,0.8106527580211791,6195,6000,0.03249999999999997,0.3503355397265294,87323,87321,87322,62447,0
223,31590,54028,0.41530317613089507,6894,5936,0.16138814016172498,1935,1335,0.449438202247191,11365,10527,0.07960482568633043,3432,3271,0.0492204218893304,1205,6327,0.8095463884937569,6193,6025,0.027883817427385882,0.3463200988015735,87449,87447,87448,62614,0
224,31779,54028,0.41180499000518245,6901,5947,0.16041701698335298,1935,1339,0.44510828976848393,11371,10607,0.07202790609974552,3436,3276,0.04884004884004889,1212,6327,0.8084400189663348,6198,6050,0.024462809917355388,0.3424114738560972,87574,87572,87573,62832,0
225,31974,54028,0.40819575035166955,6904,5957,0.15897263723350674,1935,1343,0.4408041697691736,11362,10688,0.06306137724550909,3432,3281,0.04602255409935996,1219,6327,0.8073336494389126,6204,6075,0.021234567901234458,0.3381491026021118,87699,87697,87698,63030,0
226,32143,54028,0.4050677426519582,6904,5967,0.15703033350092177,1932,1347,0.4342984409799555,11358,10768,0.05479197622585441,3431,3286,0.044126597687157654,1227,6327,0.8060692271218587,6202,6100,0.016721311475409895,0.3341304001275307,87823,87821,87822,63197,0
227,32300,54028,0.40216184200784777,6904,5977,0.1550945290279404,1930,1351,0.4285714285714286,11360,10791,0.05272912612362157,3427,3299,0.03879963625341021,1236,6327,0.8046467520151731,6196,6108,0.014407334643091074,0.33124715521165227,87881,87879,87880,63353,0
228,32470,54028,0.3990153253868365,6900,5987,0.15249707700016701,1926,1355,0.4214022140221403,11364,10814,0.05085999630109117,3434,3311,0.037148897614013965,1248,6327,0.8027501185395922,6187,6116,0.011608894702419992,0.32824635818824843,87938,87936,87937,63529,0
229,32636,54028,0.39594284445102534,6897,5997,0.1500750375187594,1923,1359,0.4150110375275937,11364,10837,0.048629694564916504,3434,3323,0.0334035510081252,1262,6327,0.8005373794847479,6185,6124,0.009960809928151626,0.32524944882605633,87995,87993,87994,63701,0
230,32811,54028,0.39270378322351374,6896,6008,0.14780292942743012,1919,1363,0.4079236977256053,11362,10860,0.04622467771639038,3434,3336,0.029376498800959272,1270,6327,0.799272957167694,6203,6132,0.01157860404435751,0.3224080951245273,88054,88052,88053,63895,0
231,33020,54028,0.3888354186717998,6891,6041,0.14070518126138065,1928,1364,0.4134897360703813,11362,10883,0.044013599191399466,3437,3348,0.02658303464755085,1280,6327,0.7976924292713766,6197,6140,0.009283387622149863,0.31877907636446157,88131,88129,88130,64115,0
232,33213,54028,0.38526319686088695,6890,6074,0.1343431017451433,1946,1365,0.4256410256410257,11360,10905,0.04172397982576803,3435,3360,0.022321428571428603,1284,6327,0.7970602181128497,6193,6149,0.007155635062611854,0.3154965025451495,88208,88206,88207,64321,0
233,33361,54028,0.3825238765084771,6898,6108,0.12933857236411272,1952,1367,0.42794440380395016,11364,10928,0.03989751098096628,3433,3373,0.017788319003854136,1290,6327,0.7961119013750593,6195,6157,0.006171836933571484,0.312764053597925,88288,88286,88287,64493,0
234,33555,54028,0.37893314577626414,6904,6141,0.1242468653313793,1949,1368,0.42470760233918137,11363,10951,0.037622134964843346,3431,3385,0.013589364844903917,1295,6327,0.7953216374269005,6200,6165,0.005677210056772131,0.3094246525734462,88365,88363,88364,64697,0
235,33751,54028,0.37530539720145106,6908,6174,0.11888564949789449,1947,1369,0.4222059897735573,11366,10974,0.03572079460543098,3433,3397,0.01059758610538708,1300,6327,0.7945313734787419,6196,6173,0.0037259031265186593,0.3060458384685836,88442,88440,88441,64901,0
236,33888,54028,0.372769674983342,6907,6208,0.11259664948453607,1946,1371,0.4194018964259665,11365,10997,0.03346367191052102,3432,3410,0.006451612903225712,1312,6327,0.792634740003161,6191,6181,0.0016178611875101723,0.30308062493645577,88522,88520,88521,65041,0
237,34052,54028,0.369734211890131,6905,6241,0.10639320621695236,1943,1372,0.41618075801749277,11363,11020,0.031125226860253985,3432,3422,0.0029222676797193703,1321,6327,0.7912122648964754,6191,6189,0.0003231539828727481,0.29991647666990223,88599,88597,88598,65207,0
238,34227,54028,0.3664951506626194,6898,6275,0.0992828685258964,1940,1374,0.4119359534206697,11366,11043,0.02924929819795352,3433,3434,0.0002912055911473699,1327,6327,0.7902639481586851,6186,6198,0.0019361084220715918,0.29687182841290966,88679,88677,88678,65377,0
239,34393,54028,0.36342266972680837,6892,6275,0.09832669322709164,1938,1385,0.3992779783393501,11363,11043,0.028977632889613414,3434,3434,0.0,1339,6330,0.7884676145339653,6200,6198,0.00032268473701191347,0.2944797726965228,88693,88691,88692,65559,0
240,34563,54028,0.36027615310579697,6892,6275,0.09832669322709164,1935,1396,0.38610315186246424,11354,11043,0.02816263696459287,3427,3434,0.002038439138031478,1350,6333,0.7868308858360966,6190,6198,0.001290738948047765,0.2923139359231619,88707,88705,88706,65711,0
241,34719,54028,0.3573887613829866,6893,6275,0.09848605577689251,1932,1407,0.3731343283582089,11358,11043,0.028524857375713086,3426,3434,0.002329644729178848,1369,6336,0.7839330808080808,6192,6198,0.0009680542110358514,0.29021641118124436,88721,88719,88720,65889,0
242,34880,54028,0.3544088250536759,6898,6275,0.0992828685258964,1929,1418,0.3603667136812412,11365,11043,0.02915874309517341,3437,3434,0.0008736167734419986,1378,6339,0.782615554503865,6198,6198,0.0,0.28814208758762144,88735,88733,88734,66085,0
243,35019,54028,0.3518360849929666,6903,6275,0.1000796812749003,1928,1429,0.34919524142757163,11369,11043,0.02952096350629363,3439,3434,0.0014560279557367384,1379,6342,0.782560706401766,6195,6198,0.0004840271055178702,0.28657547212331547,88749,88747,88748,66232,0
244,35175,54028,0.3489486932701562,6907,6275,0.10071713147410355,1926,1440,0.3374999999999999,11367,11043,0.02933985330073341,3436,3434,0.0005824111822947398,1381,6345,0.7823483057525611,6196,6198,0.00032268473701191347,0.28461503796669746,88763,88761,88762,66388,0
245,35329,54028,0.34609831938994595,6906,6275,0.10055776892430268,1926,1451,0.3273604410751205,11367,11043,0.02933985330073341,3435,3434,0.00029120559114725886,1384,6348,0.7819785759294267,6196,6198,0.00032268473701191347,0.28268901504911237,88777,88775,88776,66543,0
246,35477,54028,0.3433589990375361,6904,6276,0.10006373486297004,1925,1461,0.31759069130732365,11373,11043,0.029883183917413847,3431,3434,0.0008736167734419986,1392,6351,0.7808219178082192,6195,6198,0.0004840271055178702,0.280864962270526,88791,88789,88790,66697,0
247,35640,54028,0.34034204486562525,6896,6278,0.09843899330997141,1923,1471,0.3072739632902788,11364,11043,0.029068187992393302,3434,3434,0.0,1396,6354,0.7802958766131571,6192,6198,0.0009680542110358514,0.27862169922864705,88806,88804,88805,66845,0
248,35799,54028,0.33739912637891467,6890,6279,0.09730848861283636,1925,1482,0.2989203778677463,11364,11043,0.029068187992393302,3437,3434,0.0008736167734419986,1402,6357,0.7794557181060249,6193,6198,0.0008067118425298947,0.2765931096599865,88821,88819,88820,67010,0
249,35967,54028,0.3342896276005034,6890,6281,0.09695908294857514,1927,1492,0.2915549597855227,11368,11043,0.02943040840351352,3437,3434,0.0008736167734419986,1406,6360,0.7789308176100629,6196,6198,0.00032268473701191347,0.27454269150672594,88836,88834,88835,67191,0
250,36104,54028,0.33175390538239435,6895,6283,0.09740569791500886,1930,1502,0.28495339547270304,11371,11043,0.029702073711853627,3434,3434,0.0,1415,6363,0.7776206192047777,6196,6198,0.00032268473701191347,0.2728418683173889,88851,88849,88850,67345,0
251,36262,54028,0.32882949581698384,6893,6284,0.09691279439847222,1934,1513,0.2782551222736285,11372,11043,0.029792628814633737,3430,3434,0.0011648223645893685,1424,6366,0.7763116556707509,6201,6198,0.0004840271055179812,0.270905305800934,88866,88864,88865,67516,0
252,36420,54028,0.3259050862515732,6900,6286,0.09767737830098633,1933,1523,0.2692055154300723,11361,11043,0.028796522684053194,3435,3434,0.00029120559114725886,1426,6369,0.7761029989009264,6200,6198,0.00032268473701191347,0.26885688568856886,88881,88879,88880,67675,0
253,36554,54028,0.32342489079736436,6901,6287,0.09766184189597582,1931,1533,0.25962165688193095,11370,11043,0.029611518609073517,3433,3434,0.0002912055911473699,1432,6372,0.7752667922159447,6197,6198,0.00016134236850595673,0.26722838436789886,88895,88893,88894,67818,0
254,36687,54028,0.32096320426445546,6905,6289,0.09794879949117496,1928,1544,0.24870466321243523,11362,11043,0.028887077786833304,3435,3434,0.00029120559114725886,1434,6375,0.7750588235294118,6187,6198,0.001774766053565635,0.2655831739961759,88911,88909,88910,67938,0
255,36812,54028,0.3186495891019472,6901,6291,0.09696391670640603,1925,1554,0.23873873873873874,11366,11043,0.02924929819795352,3435,3434,0.00029120559114725886,1439,6378,0.7743806835998746,6195,6198,0.0004840271055178702,0.26385156030362666,88926,88924,88925,68073,0
256,36936,54028,0.31635448286073886,6895,6292,0.09583598219961864,1923,1564,0.2295396419437341,11368,11043,0.02943040840351352,3431,3434,0.0008736167734419986,1447,6381,0.7732330355743614,6196,6198,0.00032268473701191347,0.26217969619626935,88940,88938,88939,68196,0
257,37064,54028,0.3139853409343304,6892,6294,0.09501112170320947,1928,1575,0.22412698412698417,11366,11043,0.02924929819795352,3430,3434,0.0011648223645893685,1454,6384,0.7722431077694236,6201,6198,0.0004840271055179812,0.2605249845427463,88956,88954,88955,68335,0
258,37213,54028,0.31122751166062046,6891,6295,0.09467831612390776,1935,1585,0.2208201892744479,11362,11043,0.028887077786833304,3429,3434,0.0014560279557367384,1457,6387,0.7718803820259903,6199,6198,0.00016134236850606776,0.2586968494644202,88970,88968,88969,68486,0
259,37377,54028,0.30819204856740945,6898,6297,0.09544227409877726,1935,1595,0.21316614420062696,11362,11043,0.028887077786833304,3432,3434,0.0005824111822947398,1463,6390,0.7710485133020344,6195,6198,0.0004840271055178702,0.25670907129371573,88985,88983,88984,68662,0
260,37526,54028,0.3054342192936995,6900,6299,0.09541197015399261,1933,1606,0.2036114570361145,11357,11043,0.028434302272932976,3433,3434,0.0002912055911473699,1466,6393,0.7706866885656186,6192,6198,0.0009680542110358514,0.25480898876404495,89001,88999,89000,68807,0
261,37670,54028,0.30276893462649,6896,6300,0.09460317460317458,1930,1616,0.19430693069306937,11352,11043,0.02798152675903287,3431,3434,0.0008736167734419986,1473,6396,0.7696998123827392,6193,6198,0.0008067118425298947,0.25285910081560203,89015,89013,89014,68945,0
262,37808,54028,0.3002147034870808,6893,6302,0.09377975245953674,1926,1626,0.18450184501845013,11345,11043,0.027347641039572546,3434,3434,0.0,1482,6399,0.7684013127051101,6196,6198,0.00032268473701191347,0.25083961405834054,89030,89028,89029,69084,0
263,37937,54028,0.29782705263937215,6891,6304,0.09311548223350252,1926,1637,0.1765424557116677,11350,11043,0.027800416553472873,3429,3434,0.0014560279557367384,1492,6402,0.7669478288034989,6191,6198,0.0011293965795418082,0.24926722443708238,89046,89044,89045,69216,0
264,38054,54028,0.2956615088472644,6890,6323,0.08967262375454688,1926,1661,0.15954244431065634,11353,11043,0.02807208186181298,3425,3434,0.002620850320326107,1500,6405,0.765807962529274,6196,6198,0.00032268473701191347,0.24729770683907465,89092,89090,89091,69344,0
265,38163,54028,0.29364403642555714,6891,6343,0.08639445057543749,1926,1685,0.14302670623145408,11358,11043,0.028524857375713086,3433,3434,0.0002912055911473699,1510,6408,0.7643570536828964,6197,6198,0.00016134236850595673,0.24533868832596648,89139,89137,89138,69478,0
266,38281,54028,0.2914599837121492,6902,6362,0.0848789688777114,1926,1709,0.12697483908718543,11358,11043,0.028524857375713086,3438,3434,0.0011648223645894795,1516,6411,0.7635314303540789,6198,6198,0.0,0.24351901686401148,89185,89183,89184,69619,0
267,38418,54028,0.28892426149404016,6899,6382,0.08100908806016927,1924,1733,0.1102135025966533,11356,11043,0.02834374717015309,3436,3435,0.0002911208151383793,1520,6414,0.7630183972560025,6193,6198,0.0008067118425298947,0.24129236148466918,89233,89231,89232,69746,0
268,38561,54028,0.2862774857481306,6891,6401,0.07655053897828457,1926,1757,0.09618668184405244,11368,11043,0.02943040840351352,3434,3435,0.00029112081513826826,1524,6417,0.7625058438522674,6192,6198,0.0009680542110358514,0.23915186272093908,89279,89277,89278,69896,0
269,38677,54028,0.2841304508773229,6888,6421,0.07273010434511762,1930,1781,0.08366086468276257,11367,11043,0.02933985330073341,3430,3435,0.0014556040756914523,1529,6420,0.7618380062305297,6195,6198,0.0004840271055178702,0.23722362160649316,89326,89324,89325,70016,0
270,38815,54028,0.2815762197379137,6885,6440,0.06909937888198758,1932,1806,0.06976744186046502,11370,11043,0.029611518609073517,3435,3435,0.0,1536,6423,0.760859411489958,6189,6198,0.0014520813165537216,0.23505124647540618,89373,89371,89372,70162,0
271,38954,54028,0.2790034796772044,6889,6460,0.06640866873065021,1930,1806,0.06866002214839417,11364,11043,0.029068187992393302,3434,3435,0.00029112081513826826,1542,6426,0.7600373482726424,6198,6198,0.0,0.23304435371105767,89396,89394,89395,70311,0
272,39053,54028,0.2771710964684978,6898,6479,0.06467047383855529,1929,1806,0.06810631229235886,11363,11043,0.028977632889613414,3433,3435,0.0005822416302765365,1551,6429,0.758749416705553,6199,6198,0.00016134236850606776,0.23170090698636725,89418,89416,89417,70426,0
273,39489,54028,0.2691012067816687,6905,6499,0.06247114940760112,1927,1806,0.06699889258028802,11366,11043,0.02924929819795352,3432,3435,0.0008733624454148048,1558,6432,0.757773631840796,6190,6198,0.001290738948047765,0.22667710196779964,89441,89439,89440,70867,0
274,39619,54028,0.2666950470126601,6904,6518,0.059220619822031306,1925,1806,0.06589147286821695,11365,11043,0.02915874309517341,3430,3435,0.0014556040756914523,1565,6435,0.7567987567987569,6198,6198,0.0,0.22479935615121505,89463,89461,89462,71006,0
275,39765,54028,0.2639927445028504,6898,6538,0.055062710308962926,1926,1806,0.06644518272425248,11366,11043,0.02924929819795352,3432,3435,0.0008733624454148048,1571,6438,0.7559801180490836,6199,6198,0.00016134236850606776,0.22279711683522377,89486,89484,89485,71157,0
276,39873,54028,0.2619937810024432,6884,6557,0.04987036754613383,1926,1806,0.06644518272425248,11364,11043,0.029068187992393302,3437,3435,0.0005822416302765365,1576,6441,0.7553174972830305,6191,6198,0.0011293965795418082,0.22117823187013305,89508,89506,89507,71251,0
277,40030,54028,0.25908788035833274,6884,6577,0.04667781663372361,1929,1806,0.06810631229235886,11366,11043,0.02924929819795352,3436,3435,0.0002911208151383793,1581,6444,0.7546554934823091,6187,6198,0.001774766053565635,0.2192114375069809,89531,89529,89530,71413,0
278,40160,54028,0.25668172058932404,6886,6596,0.04396604002425719,1930,1806,0.06866002214839417,11367,11043,0.02933985330073341,3429,3435,0.0017467248908297206,1589,6447,0.753528773072747,6193,6198,0.0008067118425298947,0.217471413257102,89553,89551,89552,71554,0
279,40307,54028,0.25396090915821423,6888,6616,0.04111245465538094,1929,1806,0.06810631229235886,11359,11043,0.028615412478493196,3433,3435,0.0005822416302765365,1595,6450,0.7527131782945736,6206,6198,0.0012907389480476539,0.21542841194529724,89576,89574,89575,71717,0
280,40427,54028,0.2517398386022063,6892,6635,0.03873398643556891,1929,1806,0.06810631229235886,11366,11043,0.02924929819795352,3432,3435,0.0008733624454148048,1602,6453,0.7517433751743375,6204,6198,0.0009680542110357404,0.2138910901034633,89598,89596,89597,71852,0
281,40536,54028,0.24972236618049903,6896,6655,0.036213373403455984,1928,1806,0.06755260243632333,11359,11043,0.028615412478493196,3431,3435,0.001164483260553184,1612,6456,0.7503097893432467,6195,6198,0.0004840271055178702,0.21225172952465968,89621,89619,89620,71957,0
282,40656,54028,0.24750129562449097,6900,6674,0.03386275097392866,1927,1806,0.06699889258028802,11364,11043,0.029068187992393302,3432,3435,0.0008733624454148048,1620,6459,0.7491871806781236,6195,6198,0.0004840271055178702,0.21067133709645033,89643,89641,89642,72094,0
283,40767,54028,0.2454468053601836,6902,6694,0.031072602330445065,1926,1806,0.06644518272425248,11358,11043,0.028524857375713086,3431,3435,0.001164483260553184,1629,6462,0.7479108635097493,6195,6198,0.0004840271055178702,0.20904477778397368,89666,89664,89665,72208,0
284,40900,54028,0.2429851188272747,6897,6713,0.027409503947564362,1926,1806,0.06644518272425248,11355,11043,0.02825319206737298,3429,3435,0.0017467248908297206,1644,6465,0.745707656612529,6196,6198,0.00032268473701191347,0.2070868687769688,89688,89686,89687,72347,0
285,41020,54028,0.24076404827126674,6891,6733,0.023466508242982353,1926,1806,0.06644518272425248,11349,11043,0.027709861450692763,3428,3435,0.002037845705967989,1656,6468,0.7439703153988868,6191,6198,0.0011293965795418082,0.20530598595474306,89711,89709,89710,72461,0
286,41124,54028,0.23883912045605982,6892,6752,0.020734597156398138,1925,1806,0.06589147286821695,11352,11043,0.02798152675903287,3429,3435,0.0017467248908297206,1663,6471,0.7430072631741617,6194,6198,0.0006453694740238269,0.20382918022556057,89733,89731,89732,72579,0
287,41231,54028,0.2368586658769527,6898,6772,0.018606024808033084,1921,1806,0.06367663344407526,11349,11043,0.027709861450692763,3436,3435,0.0002911208151383793,1673,6474,0.7415817114612295,6192,6198,0.0009680542110358514,0.20223942955824187,89756,89754,89755,72700,0
288,41348,54028,0.23469312208484494,6900,6791,0.01605065527904581,1921,1806,0.06367663344407526,11358,11043,0.028524857375713086,3435,3435,0.0,1679,6477,0.7407750501775514,6189,6198,0.0014520813165537216,0.2007863929514241,89778,89776,89777,72830,0
289,41439,54028,0.23300881024653886,6903,6811,0.013507561297900539,1926,1806,0.06644518272425248,11366,11043,0.02924929819795352,3431,3435,0.001164483260553184,1689,6480,0.7393518518518518,6193,6198,0.0008067118425298947,0.1995991091314031,89801,89799,89800,72947,0
290,41555,54028,0.23086177537573105,6902,6830,0.010541727672035206,1934,1806,0.07087486157253609,11369,11043,0.02952096350629363,3431,3435,0.001164483260553184,1695,6483,0.7385469689958353,6198,6198,0.0,0.19806951526352118,89823,89821,89822,73084,0
291,41672,54028,0.2286962315836233,6893,6850,0.006277372262773806,1939,1806,0.07364341085271309,11365,11043,0.02915874309517341,3432,3435,0.0008733624454148048,1699,6486,0.7380511871723713,6196,6198,0.00032268473701191347,0.19640491958372752,89846,89844,89845,73196,0
292,41785,54028,0.22660472347671579,6886,6853,0.0048154093097914075,1939,1814,0.06890848952590956,11360,11043,0.028705967581273306,3434,3435,0.00029112081513826826,1706,6489,0.7370935429187857,6194,6198,0.0006453694740238269,0.19481632335102772,89860,89858,89859,73304,0
293,41886,54028,0.22473532242540906,6882,6857,0.0036459092897769274,1936,1823,0.06198573779484362,11359,11043,0.028615412478493196,3430,3435,0.0014556040756914523,1720,6492,0.7350585335797906,6197,6198,0.00016134236850595673,0.19331293463143254,89876,89874,89875,73410,0
294,41989,54028,0.2228289035315022,6884,6861,0.0033522810085993004,1935,1831,0.056799563080284,11356,11043,0.02834374717015309,3433,3435,0.0005822416302765365,1732,6495,0.7333333333333334,6194,6198,0.0006453694740238269,0.1918789631772166,89891,89889,89890,73523,0
295,42107,54028,0.22064485081809437,6889,6865,0.003495994173343009,1932,1840,0.050000000000000044,11352,11043,0.02798152675903287,3434,3435,0.00029112081513826826,1733,6498,0.7333025546321945,6193,6198,0.0008067118425298947,0.19038773830445133,89907,89905,89906,73640,0
296,42204,54028,0.2188494854519879,6887,6869,0.002620468772747131,1929,1848,0.043831168831168776,11361,11043,0.028796522684053194,3433,3435,0.0005822416302765365,1736,6501,0.7329641593600984,6193,6198,0.0008067118425298947,0.18919940836956883,89922,89920,89921,73743,0
297,42311,54028,0.21686903087288067,6892,6873,0.002764440564527959,1926,1857,0.037156704361873905,11364,11051,0.028323228667088918,3429,3435,0.0017467248908297206,1744,6504,0.7318573185731858,6191,6197,0.0009682104243988743,0.1877835097393934,89945,89943,89944,73857,0
298,42389,54028,0.21542533501147554,6892,6877,0.0021811836556637765,1921,1866,0.029474812433011754,11357,11059,0.026946378515236402,3431,3435,0.001164483260553184,1752,6507,0.7307514983863532,6197,6197,0.0,0.18635514849724347,89969,89967,89968,73939,0
299,42484,54028,0.2136669874879692,6891,6881,0.0014532771399506927,1920,1874,0.0245464247598719,11355,11067,0.026023312550826683,3427,3435,0.002328966521106257,1759,6510,0.729800307219662,6193,6196,0.0004841833440929477,0.18502055783975999,89991,89989,89990,74029,0
